頁面編號,國際證券編碼,有價證券代號,有價證券名稱,市場別,有價證券別,產業別,公開發行/上市(櫃)/發行日,CFICode,備註
927,TW0006934003,6934,心誠鎂,上市,股票,生技醫療業,2026/2/2,ESVUFR,
928,TW0006936008,6936,永鴻生技,上市,股票,生技醫療業,2025/4/28,ESVUFR,
929,TW0006937006,6937,天虹,上市,股票,半導體業,2023/12/12,ESVUFR,
930,TW0006944002,6944,兆聯實業,上市,股票,綠能環保,2025/5/28,ESVUFR,
931,TW0006952005,6952,大武山,上市,股票,其他業,2024/6/13,ESVUFR,
932,KYG4631S1003,6957,裕慶-KY,上市,股票,其他業,2024/6/25,ESVUFR,
933,TW0006958002,6958,日盛台駿,上市,股票,其他業,2024/8/20,ESVUFR,
934,KYG4977T1004,6962,奕力-KY,上市,股票,半導體業,2024/11/26,ESVUFR,
935,KYG2124U1031,6965,中傑-KY,上市,股票,運動休閒,2025/3/7,ESVUFR,
936,TW0006994007,6994,富威電力,上市,股票,綠能環保,2025/1/15,ESVUFR,
937,TW0007705006,7705,三商餐飲,上市,股票,觀光餐旅,2024/11/26,ESVUFR,
938,TW0007711004,7711,永擎,上市,股票,電腦及週邊設備業,2025/11/19,ESVUFR,
939,TW0007721003,7721,微程式,上市,股票,數位雲端,2025/7/29,ESVUFR,
940,TW0007722001,7722,LINEPAY,上市,股票,數位雲端,2024/12/5,ESVUFR,
941,TW0007732000,7732,金興精密,上市,股票,汽車工業,2025/1/14,ESVUFR,
942,TW0007736001,7736,虎山,上市,股票,汽車工業,2025/3/18,ESVUFR,
943,KYG4R4EN1020,7749,意騰-KY,上市,股票,半導體業,2025/6/13,ESVUFR,
944,TW0007750002,7750,新代,上市,股票,電機機械,2025/9/17,ESVUFR,
945,TW0007765000,7765,中華資安,上市,股票,數位雲端,2025/9/8,ESVUFR,
946,TW0007769002,7769,鴻勁,上市,股票,半導體業,2025/11/27,ESVUFR,
947,TW0007780009,7780,大研生醫*,上市,股票,食品工業,2026/1/19,ESVUFR,
948,TW0007786006,7786,東方風能,上市,股票,綠能環保,2025/11/18,ESVUFR,
949,TW0007788002,7788,松川精密,上市,股票,電子零組件業,2025/10/16,ESVUFR,
950,TW0007791006,7791,皇家可口,上市,股票,食品工業,2025/10/28,ESVUFR,
951,TW0007795007,7795,長廣,上市,股票,電子零組件業,2026/1/16,ESVUFR,
952,TW0007799009,7799,禾榮科,上市,股票,生技醫療業,2025/9/15,ESVUFR,
953,TW0008011008,8011,台通,上市,股票,通信網路業,2011/9/19,ESVUFR,
954,TW0008016007,8016,矽創,上市,股票,半導體業,2003/12/25,ESVUFR,
955,TW0008021007,8021,尖點,上市,股票,其他電子業,2008/1/21,ESVUFR,
956,TW0008028002,8028,昇陽半導體,上市,股票,半導體業,2018/7/10,ESVUFR,
957,TW0008033002,8033,雷虎,上市,股票,其他業,2007/6/21,ESVUFR,
958,TW0008039009,8039,台虹,上市,股票,電子零組件業,2009/12/17,ESVUFR,
959,TW0008045006,8045,達運光電,上市,股票,通信網路業,2024/12/11,ESVUFR,
960,TW0008046004,8046,南電,上市,股票,電子零組件業,2006/4/7,ESVUFR,
961,TW0008070004,8070,長華*,上市,股票,電子通路業,2007/12/31,ESVUFR,
962,TW0008072000,8072,陞泰,上市,股票,電子通路業,2005/8/19,ESVUFR,
963,TW0008081001,8081,致新,上市,股票,半導體業,2008/12/30,ESVUFR,
964,TW0008101007,8101,華冠,上市,股票,通信網路業,2004/7/1,ESVUFR,
965,TW0008103003,8103,瀚荃,上市,股票,電子零組件業,2009/9/29,ESVUFR,
966,TW0008104001,8104,錸寶,上市,股票,光電業,2019/1/17,ESVUFR,
967,TW0008105008,8105,凌巨,上市,股票,光電業,2006/12/27,ESVUFR,
968,TW0008110008,8110,華東,上市,股票,半導體業,2007/10/31,ESVUFR,
969,TW0008112004,8112,至上,上市,股票,電子通路業,2007/12/31,ESVUFR,
970,TW0008114000,8114,振樺電,上市,股票,電腦及週邊設備業,2012/11/26,ESVUFR,
971,TW0008131004,8131,福懋科,上市,股票,半導體業,2007/11/29,ESVUFR,
972,TW0008150004,8150,南茂,上市,股票,半導體業,2014/4/11,ESVUFR,
973,TW0008163007,8163,達方,上市,股票,電腦及週邊設備業,2007/11/28,ESVUFR,
974,TW0008201005,8201,無敵,上市,股票,其他電子業,2007/10/29,ESVUFR,
975,TW0008210006,8210,勤誠,上市,股票,電腦及週邊設備業,2011/12/1,ESVUFR,
976,TW0008213000,8213,志超,上市,股票,電子零組件業,2009/12/25,ESVUFR,
977,TW0008215005,8215,明基材,上市,股票,光電業,2010/11/12,ESVUFR,
978,TW0008222001,8222,寶一,上市,股票,電機機械,2015/1/27,ESVUFR,
979,TW0008249004,8249,菱光,上市,股票,電子零組件業,2005/5/17,ESVUFR,
980,TW0008261009,8261,富鼎,上市,股票,半導體業,2009/12/11,ESVUFR,
981,TW0008271008,8271,宇瞻,上市,股票,半導體業,2010/12/29,ESVUFR,
982,TW0008341009,8341,日友,上市,股票,綠能環保,2015/3/23,ESVUFR,
983,TW0008367004,8367,建新國際,上市,股票,航運業,2018/9/12,ESVUFR,
984,TW0008374000,8374,羅昇,上市,股票,電機機械,2008/12/25,ESVUFR,
985,KYG684631016,8404,百和興業-KY,上市,股票,其他業,2011/5/18,ESVUFR,
986,KYG525911072,8411,福貞-KY,上市,股票,其他業,2011/11/1,ESVUFR,
987,TW0008422007,8422,可寧衛*,上市,股票,綠能環保,2011/10/5,ESVUFR,
988,KYG513871015,8429,金麗-KY,上市,股票,貿易百貨業,2012/12/20,ESVUFR,
989,TW0008438003,8438,昶昕,上市,股票,綠能環保,2022/3/11,ESVUFR,
990,KYG981151015,8442,威宏-KY,上市,股票,其他業,2016/11/8,ESVUFR,
991,TW0008443003,8443,阿瘦,上市,股票,貿易百貨業,2014/9/15,ESVUFR,
992,TW0008454000,8454,富邦媒,上市,股票,數位雲端,2014/12/19,ESVUFR,
993,TW0008462003,8462,柏文,上市,股票,運動休閒,2019/3/15,ESVUFR,
994,TW0008463001,8463,潤泰材,上市,股票,其他業,2015/7/13,ESVUFR,
995,TW0008464009,8464,億豐,上市,股票,居家生活,2015/12/22,ESVUFR,
996,KYG332481087,8466,美吉吉-KY,上市,股票,其他業,2016/11/1,ESVUFR,
997,KYG144971044,8467,波力-KY,上市,股票,運動休閒,2015/12/15,ESVUFR,
998,TW0008473000,8473,山林水,上市,股票,綠能環保,2016/9/8,ESVUFR,
999,TW0008476003,8476,台境*,上市,股票,綠能環保,2023/10/31,ESVUFR,
1000,TW0008478009,8478,東哥遊艇,上市,股票,運動休閒,2017/12/11,ESVUFR,
1001,TW0008481003,8481,政伸,上市,股票,其他業,2017/2/24,ESVUFR,
1002,KYG806341015,8482,商億-KY,上市,股票,居家生活,2018/8/15,ESVUFR,
1003,KYG5140K1085,8488,吉源-KY,上市,股票,其他業,2016/12/13,ESVUFR,
1004,KYG8923R1002,8499,鼎炫-KY,上市,股票,其他電子業,2017/11/24,ESVUFR,
1005,TW0008926007,8926,台汽電,上市,股票,油電燃氣業,2003/8/25,ESVUFR,
1006,TW0008940008,8940,新天地,上市,股票,觀光餐旅,2009/5/15,ESVUFR,
1007,TW0008996000,8996,高力,上市,股票,電機機械,2014/2/14,ESVUFR,
1008,KYG368891068,9802,鈺齊-KY,上市,股票,運動休閒,2012/10/18,ESVUFR,
1009,TW0009902007,9902,台火,上市,股票,其他業,1964/7/14,ESVUFR,
1010,TW0009904003,9904,寶成,上市,股票,運動休閒,1990/1/19,ESVUFR,
1011,TW0009905000,9905,大華,上市,股票,其他業,1990/8/8,ESVUFR,
1012,TW0009906008,9906,欣巴巴,上市,股票,建材營造業,1990/12/15,ESVUFR,
1013,TW0009907006,9907,統一實,上市,股票,其他業,1991/1/29,ESVUFR,
1014,TW0009908004,9908,大台北,上市,股票,油電燃氣業,1991/2/6,ESVUFR,
1015,TW0009910000,9910,豐泰,上市,股票,運動休閒,1992/2/18,ESVUFR,
1016,TW0009911008,9911,櫻花,上市,股票,居家生活,1992/7/16,ESVUFR,
1017,TW0009912006,9912,偉聯,上市,股票,電腦及週邊設備業,1992/8/8,ESVUFR,
1018,TW0009914002,9914,美利達,上市,股票,運動休閒,1992/9/30,ESVUFR,
1019,TW0009917005,9917,中保科,上市,股票,其他業,1993/12/8,ESVUFR,
1020,TW0009918003,9918,欣天然,上市,股票,油電燃氣業,1994/4/26,ESVUFR,
1021,TW0009919001,9919,康那香,上市,股票,其他業,1994/11/4,ESVUFR,
1022,TW0009921007,9921,巨大,上市,股票,運動休閒,1994/12/29,ESVUFR,
1023,TW0009924001,9924,福興,上市,股票,居家生活,1995/3/15,ESVUFR,
1024,TW0009925008,9925,新保,上市,股票,其他業,1995/12/9,ESVUFR,
1025,TW0009926006,9926,新海,上市,股票,油電燃氣業,1998/4/8,ESVUFR,
1026,TW0009927004,9927,泰銘,上市,股票,其他業,1999/3/12,ESVUFR,
1027,TW0009928002,9928,中視,上市,股票,其他業,1999/8/9,ESVUFR,
1028,TW0009929000,9929,秋雨,上市,股票,其他業,1999/6/28,ESVUFR,
1029,TW0009930008,9930,中聯資源,上市,股票,綠能環保,1999/11/22,ESVUFR,
1030,TW0009931006,9931,欣高,上市,股票,油電燃氣業,2000/3/21,ESVUFR,
1031,TW0009933002,9933,中鼎,上市,股票,其他業,1993/5/28,ESVUFR,
1032,TW0009934000,9934,成霖,上市,股票,居家生活,2000/9/11,ESVUFR,
1033,TW0009935007,9935,慶豐富,上市,股票,居家生活,2000/9/11,ESVUFR,
1034,TW0009937003,9937,全國,上市,股票,油電燃氣業,2000/9/11,ESVUFR,
1035,TW0009938001,9938,百和,上市,股票,其他業,2001/1/12,ESVUFR,
1036,TW0009939009,9939,宏全,上市,股票,其他業,2001/3/2,ESVUFR,
1037,TW0009940007,9940,信義,上市,股票,其他業,2001/9/17,ESVUFR,
1038,TW0009941005,9941,裕融,上市,股票,其他業,2001/9/17,ESVUFR,
1039,TW0009942003,9942,茂順,上市,股票,其他業,2002/1/28,ESVUFR,
1040,TW0009943001,9943,好樂迪,上市,股票,觀光餐旅,2002/8/26,ESVUFR,
1041,TW0009944009,9944,新麗,上市,股票,其他業,2002/8/26,ESVUFR,
1042,TW0009945006,9945,潤泰新,上市,股票,其他業,1992/4/30,ESVUFR,
1043,TW0009946004,9946,三發地產,上市,股票,建材營造業,2013/9/17,ESVUFR,
1044,TW0009955005,9955,佳龍,上市,股票,綠能環保,2008/1/21,ESVUFR,
1045,TW0009958009,9958,世紀鋼,上市,股票,鋼鐵工業,2008/3/12,ESVUFR,
1,TW0000050004,0050,元大台灣50,上市,ETF,,2003/6/30,CEOGEU,
2,TW0000051002,0051,元大中型100,上市,ETF,,2006/8/31,CEOGEU,
3,TW0000052000,0052,富邦科技,上市,ETF,,2006/9/12,CEOGEU,
4,TW0000053008,0053,元大電子,上市,ETF,,2007/7/16,CEOGEU,
5,TW0000055003,0055,元大MSCI金融,上市,ETF,,2007/7/16,CEOGEU,
6,TW0000056001,0056,元大高股息,上市,ETF,,2007/12/26,CEOGEU,
7,TW0000057009,0057,富邦摩台,上市,ETF,,2008/2/27,CEOGEU,
8,TW0000061001,0061,元大寶滬深,上市,ETF,,2009/8/17,CEOGEU,
9,TW0000062033,006203,元大MSCI台灣,上市,ETF,,2011/5/12,CEOGEU,
10,TW0000062041,006204,永豐臺灣加權,上市,ETF,,2011/9/28,CEOGEU,
11,TW0000062058,006205,富邦上証,上市,ETF,,2011/9/26,CEOGEU,
12,TW0000062066,006206,元大上證50,上市,ETF,,2012/5/11,CEOGEU,
13,TW0000062074,006207,復華滬深,上市,ETF,,2012/6/22,CEOGEU,
14,TW0000062082,006208,富邦台50,上市,ETF,,2012/7/17,CEOGEU,
15,TW00000625K4,00625K,富邦上証+R,上市,ETF,,2016/8/8,CEOGEU,
16,TW00000631L0,00631L,元大台灣50正2,上市,ETF,,2014/10/31,CEOGDU,
17,TW00000632R5,00632R,元大台灣50反1,上市,ETF,,2014/10/31,CEOGDU,
18,TW00000633L6,00633L,富邦上証正2,上市,ETF,,2014/11/25,CEOGDU,
19,TW00000634R1,00634R,富邦上証反1,上市,ETF,,2014/11/25,CEOGDU,
20,TW00000635U2,00635U,期元大S&P黃金,上市,ETF,,2015/4/15,CEOGDU,
21,TW0000063601,00636,國泰中國A50,上市,ETF,,2015/4/1,CEOGEU,
22,TW00000636K1,00636K,國泰中國A50+U,上市,ETF,,2017/10/24,CEOGEU,
23,TW00000637L7,00637L,元大滬深300正2,上市,ETF,,2015/5/18,CEOGDU,
24,TW00000638R2,00638R,元大滬深300反1,上市,ETF,,2015/5/18,CEOGDU,
25,TW0000063908,00639,富邦深100,上市,ETF,,2015/6/9,CEOGEU,
26,TW00000640L1,00640L,富邦日本正2,上市,ETF,,2015/9/10,CEOGDU,
27,TW00000641R6,00641R,富邦日本反1,上市,ETF,,2015/9/10,CEOGDU,
28,TW00000642U8,00642U,期元大S&P石油,上市,ETF,,2015/9/7,CEOGDU,
29,TW0000064302,00643,群益深証中小,上市,ETF,,2015/12/2,CEOGEU,
30,TW00000643K7,00643K,群益深証中小+R,上市,ETF,,2016/8/26,CEOGEU,
31,TW0000064500,00645,富邦日本,上市,ETF,,2015/11/6,CEOGEU,
32,TW0000064609,00646,元大S&P500,上市,ETF,,2015/12/14,CEOGEU,
33,TW00000647L6,00647L,元大S&P500正2,上市,ETF,,2015/12/14,CEOGDU,
34,TW00000648R1,00648R,元大S&P500反1,上市,ETF,,2015/12/14,CEOGDU,
35,TW00000650L0,00650L,復華香港正2,上市,ETF,,2016/1/27,CEOGDU,
36,TW00000651R5,00651R,復華香港反1,上市,ETF,,2016/1/27,CEOGDU,
37,TW0000065200,00652,富邦印度,上市,ETF,,2016/3/29,CEOGEU,
38,TW00000653L4,00653L,富邦印度正2,上市,ETF,,2016/3/29,CEOGEU,
39,TW00000654R9,00654R,富邦印度反1,上市,ETF,,2016/3/29,CEOGEU,
40,TW00000655L9,00655L,國泰中國A50正2,上市,ETF,,2016/3/18,CEOGDU,
41,TW00000656R4,00656R,國泰中國A50反1,上市,ETF,,2016/3/18,CEOGDU,
42,TW0000065705,00657,國泰日經225,上市,ETF,,2016/5/9,CEOGEU,
43,TW00000657K7,00657K,國泰日經225+U,上市,ETF,,2017/10/24,CEOGEU,
44,TW0000066000,00660,元大歐洲50,上市,ETF,,2016/7/15,CEOGEU,
45,TW0000066109,00661,元大日經225,上市,ETF,,2016/7/15,CEOGEU,
46,TW0000066208,00662,富邦NASDAQ,上市,ETF,,2016/6/24,CEOGEU,
47,TW00000663L3,00663L,國泰臺灣加權正2,上市,ETF,,2016/7/14,CEOGDU,
48,TW00000664R8,00664R,國泰臺灣加權反1,上市,ETF,,2016/7/14,CEOGDU,
49,TW00000665L8,00665L,富邦恒生國企正2,上市,ETF,,2016/8/5,CEOGDU,
50,TW00000666R3,00666R,富邦恒生國企反1,上市,ETF,,2016/8/5,CEOGDU,
51,TW0000066802,00668,國泰美國道瓊,上市,ETF,,2016/10/17,CEOGEU,
52,TW00000668K4,00668K,國泰美國道瓊+U,上市,ETF,,2017/10/24,CEOGEU,
53,TW00000669R7,00669R,國泰美國道瓊反1,上市,ETF,,2016/10/17,CEOGEU,
54,TW00000670L8,00670L,富邦NASDAQ正2,上市,ETF,,2017/2/21,CEOGDU,
55,TW00000671R3,00671R,富邦NASDAQ反1,上市,ETF,,2017/2/21,CEOGDU,
56,TW00000673R9,00673R,期元大S&P原油反1,上市,ETF,,2016/10/7,CEOGDU,
57,TW00000674R7,00674R,期元大S&P黃金反1,上市,ETF,,2016/10/7,CEOGDU,
58,TW00000675L7,00675L,富邦臺灣加權正2,上市,ETF,,2016/10/5,CEOGDU,
59,TW00000676R2,00676R,富邦臺灣加權反1,上市,ETF,,2016/10/5,CEOGDU,
60,TW0000067800,00678,群益那斯達克生技,上市,ETF,,2017/1/9,CEOGEU,
61,TW00000680L7,00680L,元大美債20正2,上市,ETF,,2017/1/17,CEOGDU,
62,TW00000681R2,00681R,元大美債20反1,上市,ETF,,2017/1/17,CEOGDU,
63,TW00000682U4,00682U,期元大美元指數,上市,ETF,,2017/3/14,CEOGMU,
64,TW00000683L1,00683L,期元大美元指正2,上市,ETF,,2017/3/14,CEOGMU,
65,TW00000684R6,00684R,期元大美元指反1,上市,ETF,,2017/3/14,CEOGMU,
66,TW00000685L6,00685L,群益臺灣加權正2,上市,ETF,,2017/3/30,CEOGEU,
67,TW00000686R1,00686R,群益臺灣加權反1,上市,ETF,,2017/3/30,CEOGEU,
68,TW00000688L0,00688L,國泰20年美債正2,上市,ETF,,2017/4/13,CEOGBU,
69,TW00000689R5,00689R,國泰20年美債反1,上市,ETF,,2017/4/13,CEOGBU,
70,TW0000069004,00690,兆豐藍籌30,上市,ETF,,2017/3/31,CEOGEU,
71,TW0000069202,00692,富邦公司治理,上市,ETF,,2017/5/17,CEOGEU,
72,TW00000693U1,00693U,期街口S&P黃豆,上市,ETF,,2017/4/25,CEOGCU,
73,TW0000070002,00700,富邦恒生國企,上市,ETF,,2017/7/21,CEOGEU,
74,TW0000070101,00701,國泰股利精選30,上市,ETF,,2017/8/17,CEOJEU,
75,TW0000070200,00702,國泰標普低波高息,上市,ETF,,2017/8/17,CEOJEU,
76,TW0000070309,00703,台新MSCI中國,上市,ETF,,2017/8/10,CEOGEU,
77,TW00000706L0,00706L,期元大S&P日圓正2,上市,ETF,,2017/9/1,CEOGDU,
78,TW00000707R5,00707R,期元大S&P日圓反1,上市,ETF,,2017/9/1,CEOGDU,
79,TW00000708L6,00708L,期元大S&P黃金正2,上市,ETF,,2017/9/1,CEOGDU,
80,TW0000070903,00709,富邦歐洲,上市,ETF,,2017/8/15,CEOGEU,
81,TW00000710B3,00710B,復華彭博非投等債,上市,ETF,,2017/8/21,CEOIBU,
82,TW00000711B1,00711B,復華彭博新興債,上市,ETF,,2017/8/21,CEOIBU,
83,TW0000071208,00712,復華富時不動產,上市,ETF,,2017/8/21,CEOIEU,
84,TW0000071307,00713,元大台灣高息低波,上市,ETF,,2017/9/27,CEOJEU,
85,TW0000071406,00714,群益道瓊美國地產,上市,ETF,,2017/10/27,CEOIRU,
86,TW00000715L1,00715L,期街口S&P布蘭特油正2,上市,ETF,,2017/11/16,CEOGDU,
87,TW0000071703,00717,富邦美國特別股,上市,ETF,,2017/11/29,CEOIEU,
88,TW0000072800,00728,第一金工業30,上市,ETF,,2018/4/18,CEOGEU,
89,TW0000073006,00730,富邦臺灣優質高息,上市,ETF,,2018/2/8,CEOIEU,
90,TW0000073105,00731,復華富時高息低波,上市,ETF,,2018/4/20,CEOIEU,
91,TW0000073303,00733,富邦臺灣中小,上市,ETF,,2018/5/17,CEOIEU,
92,TW0000073501,00735,國泰臺韓科技,上市,ETF,,2018/6/11,CEOJEU,
93,TW0000073600,00736,國泰新興市場,上市,ETF,,2018/6/11,CEOJEU,
94,TW0000073709,00737,國泰AI機器人,上市,ETF,,2018/6/11,CEOGEU,
95,TW00000738U4,00738U,期元大道瓊白銀,上市,ETF,,2018/6/1,CEOGCU,
96,TW0000073907,00739,元大MSCI A股,上市,ETF,,2018/6/27,CEOJEU,
97,TW0000075209,00752,中信中國50,上市,ETF,,2018/10/31,CEOGEU,
98,TW00000753L2,00753L,中信中國50正2,上市,ETF,,2018/10/31,CEOGEU,
99,TW0000075704,00757,統一FANG+,上市,ETF,,2018/12/6,CEOGEU,
100,TW0000076207,00762,元大全球AI,上市,ETF,,2019/1/23,CEOJEU,
101,TW00000763U2,00763U,期街口道瓊銅,上市,ETF,,2018/12/19,CEOGDU,
102,TW0000077007,00770,國泰北美科技,上市,ETF,,2019/1/29,CEOJEU,
103,TW0000077106,00771,元大US高息特別股,上市,ETF,,2019/5/16,CEOJEU,
104,TW00000775B6,00775B,新光投等債15+,上市,ETF,,2019/2/15,CEOIBU,
105,TW0000078302,00783,富邦中証500,上市,ETF,,2019/3/27,CEOGEU,
106,TW0000083005,00830,國泰費城半導體,上市,ETF,,2019/5/3,CEOJEU,
107,TW0000085000,00850,元大臺灣ESG永續,上市,ETF,,2019/8/23,CEOIEU,
108,TW0000085109,00851,台新全球AI,上市,ETF,,2019/8/12,CEOIEU,
109,TW00000852L2,00852L,國泰美國道瓊正2,上市,ETF,,2019/8/22,CEOJLU,
110,TW0000086107,00861,元大全球未來通訊,上市,ETF,,2019/11/19,CEOJEU,
111,TW00000865B5,00865B,國泰US短期公債,上市,ETF,,2019/11/25,CEOGBU,
112,TW0000087501,00875,國泰網路資安,上市,ETF,,2020/3/30,CEOGEU,
113,TW0000087600,00876,元大全球5G,上市,ETF,,2020/7/7,CEOJEU,
114,TW0000087808,00878,國泰永續高股息,上市,ETF,,2020/7/20,CEOJEU,
115,TW0000088103,00881,國泰台灣科技龍頭,上市,ETF,,2020/12/10,CEOJEU,
116,TW0000088202,00882,中信中國高股息,上市,ETF,,2021/2/4,CEOIEU,
117,TW0000088509,00885,富邦越南,上市,ETF,,2021/4/19,CEOGEU,
118,TW0000089101,00891,中信關鍵半導體,上市,ETF,,2021/5/28,CEOIEU,
119,TW0000089200,00892,富邦台灣半導體,上市,ETF,,2021/6/10,CEOIEU,
120,TW0000089309,00893,國泰智能電動車,上市,ETF,,2021/7/1,CEOGEU,
121,TW0000089408,00894,中信小資高價30,上市,ETF,,2021/8/13,CEOIEU,
122,TW0000089507,00895,富邦未來車,上市,ETF,,2021/8/12,CEOGEU,
123,TW0000089606,00896,中信綠能及電動車,上市,ETF,,2021/9/16,CEOIEU,
124,TW0000089705,00897,富邦基因免疫生技,上市,ETF,,2021/10/4,CEOGEU,
125,TW0000089804,00898,國泰基因免疫革命,上市,ETF,,2021/11/22,CEOGEU,
126,TW0000089903,00899,FT潔淨能源,上市,ETF,,2022/1/21,CEOGEU,
127,TW0000090000,00900,富邦特選高股息30,上市,ETF,,2021/12/22,CEOIEU,
128,TW0000090109,00901,永豐智能車供應鏈,上市,ETF,,2021/12/15,CEOIEU,
129,TW0000090208,00902,中信電池及儲能,上市,ETF,,2022/1/25,CEOIEU,
130,TW0000090307,00903,富邦元宇宙,上市,ETF,,2022/1/24,CEOIEU,
131,TW0000090406,00904,新光臺灣半導體30,上市,ETF,,2022/3/7,CEOIEU,
132,TW0000090505,00905,FT臺灣SMART,上市,ETF,,2022/4/21,CEOIEU,
133,TW0000090703,00907,永豐優息存股,上市,ETF,,2022/5/24,CEOIEU,
134,TW0000090802,00908,富邦入息REITs+,上市,ETF,,2022/5/20,CEOIEU,
135,TW0000090901,00909,國泰數位支付服務,上市,ETF,,2022/7/13,CEOGEU,
136,TW0000091008,00910,第一金太空衛星,上市,ETF,,2022/7/20,CEOGEU,
137,TW0000091107,00911,兆豐洲際半導體,上市,ETF,,2022/6/27,CEOGEU,
138,TW0000091206,00912,中信臺灣智慧50,上市,ETF,,2022/6/29,CEOIEU,
139,TW0000091305,00913,兆豐台灣晶圓製造,上市,ETF,,2022/8/8,CEOGEU,
140,TW0000091503,00915,凱基優選高股息30,上市,ETF,,2022/8/9,CEOIEU,
141,TW0000091602,00916,國泰全球品牌50,上市,ETF,,2022/9/26,CEOJEU,
142,TW0000091701,00917,中信特選金融,上市,ETF,,2022/8/26,CEOIEU,
143,TW0000091800,00918,大華優利高填息30,上市,ETF,,2022/11/24,CEOGEU,
144,TW0000091909,00919,群益台灣精選高息,上市,ETF,,2022/10/20,CEOIEU,
145,TW0000092006,00920,富邦ESG綠色電力,上市,ETF,,2022/10/20,CEOIEU,
146,TW0000092105,00921,兆豐龍頭等權重,上市,ETF,,2023/1/13,CEOGEU,
147,TW0000092204,00922,國泰台灣領袖50,上市,ETF,,2023/3/27,CEOJEU,
148,TW0000092303,00923,群益台ESG低碳50,上市,ETF,,2023/3/8,CEOIEU,
149,TW0000092402,00924,復華S&P500成長,上市,ETF,,2023/4/26,CEOGEU,
150,TW0000092600,00926,凱基全球菁英55,上市,ETF,,2023/6/2,CEOIEU,
151,TW0000092709,00927,群益半導體收益,上市,ETF,,2023/6/6,CEOIEU,
152,TW0000092907,00929,復華台灣科技優息,上市,ETF,,2023/6/9,CEOIEU,
153,TW0000093004,00930,永豐ESG低碳高息,上市,ETF,,2023/7/13,CEOIEU,
154,TW0000093202,00932,兆豐永續高息等權,上市,ETF,,2023/9/1,CEOGEU,
155,TW0000093400,00934,中信成長高股息,上市,ETF,,2023/11/1,CEOIEU,
156,TW0000093509,00935,野村臺灣新科技50,上市,ETF,,2023/11/1,CEOIEU,
157,TW0000093608,00936,台新永續高息中小,上市,ETF,,2023/11/8,CEOIEU,
158,TW0000093806,00938,凱基優選30,上市,ETF,,2024/10/23,CEOIEU,
159,TW0000093905,00939,統一台灣高息動能,上市,ETF,,2024/3/20,CEOIEU,
160,TW0000094002,00940,元大台灣價值高息,上市,ETF,,2024/4/1,CEOIEU,
161,TW0000094101,00941,中信上游半導體,上市,ETF,,2024/3/15,CEOIEU,
162,TW0000094309,00943,兆豐電子高息等權,上市,ETF,,2024/5/20,CEOGEU,
163,TW0000094408,00944,野村趨勢動能高息,上市,ETF,,2024/5/9,CEOIEU,
164,TW00000945B5,00945B,凱基美國非投等債,上市,ETF,,2024/5/2,CEOIBU,
165,TW0000094606,00946,群益科技高息成長,上市,ETF,,2024/5/9,CEOIEU,
166,TW0000094705,00947,台新臺灣IC設計,上市,ETF,,2024/6/12,CEOIEU,
167,TW0000094903,00949,復華日本龍頭,上市,ETF,,2024/7/1,CEOIEU,
168,TW0000095108,00951,台新日本半導體,上市,ETF,,2024/7/25,CEOIEU,
169,TW0000095207,00952,凱基台灣AI50,上市,ETF,,2024/9/5,CEOIEU,
170,TW00000953B9,00953B,群益優選非投等債,上市,ETF,,2024/8/21,CEOIBU,
171,TW0000095405,00954,中信日本半導體,上市,ETF,,2024/8/20,CEOIEU,
172,TW0000095603,00956,中信日經高股息,上市,ETF,,2024/8/20,CEOIEU,
173,TW0000096007,00960,野村全球航運龍頭,上市,ETF,,2024/9/20,CEOIEU,
174,TW0000096106,00961,FT臺灣永續高息,上市,ETF,,2024/10/15,CEOIEU,
175,TW0000096205,00962,台新AI優息動能,上市,ETF,,2024/12/6,CEOIEU,
176,TW0000096304,00963,中信全球高股息,上市,ETF,,2024/11/14,CEOIEU,
177,TW0000096403,00964,中信亞太高股息,上市,ETF,,2024/11/14,CEOIEU,
178,TW0000096502,00965,元大航太防衛科技,上市,ETF,,2024/11/26,CEOIEU,
179,TW0000097104,00971,野村美國研發龍頭,上市,ETF,,2025/1/9,CEOIEU,
180,TW0000097203,00972,野村日本動能高息,上市,ETF,,2025/1/9,CEOIEU,
181,TW0000098003,009800,中信NASDAQ,上市,ETF,,2025/2/11,CEOIEU,
182,TW0000098011,009801,中信美國創新科技,上市,ETF,,2025/2/11,CEOIEU,
183,TW0000098029,009802,富邦旗艦50,上市,ETF,,2025/3/19,CEOIEU,
184,TW0000098037,009803,保德信市值動能50,上市,ETF,,2025/3/13,CEOIEU,
185,TW0000098045,009804,聯邦台精彩50,上市,ETF,,2025/4/16,CEOIEU,
186,TW0000098052,009805,新光美國電力基建,上市,ETF,,2025/5/13,CEOIEU,
187,TW0000098086,009808,華南永昌優選50,上市,ETF,,2025/5/16,CEOGEU,
188,TW0000098094,009809,富邦淨零ESG50,上市,ETF,,2025/10/14,CEOIEU,
189,TW00000980A4,00980A,主動野村臺灣優選,上市,ETF,,2025/5/5,CEOIEU,
190,TW0000098102,009810,保德信全球藍籌,上市,ETF,,2025/7/16,CEOIEU,
191,TW0000098110,009811,統一美國50,上市,ETF,,2025/7/29,CEOIEU,
192,TW0000098128,009812,野村日本東證,上市,ETF,,2025/9/18,CEOGEU,
193,TW0000098136,009813,貝萊德標普卓越50,上市,ETF,,2025/10/20,CEOIEU,
