date,close
2025-03-28,20.06
2025-03-31,19.51
2025-04-01,19.77
2025-04-02,19.67
2025-04-07,17.71
2025-04-08,17.33
2025-04-09,16.46
2025-04-10,18.11
2025-04-11,18.2
2025-04-14,18.37
2025-04-15,18.65
2025-04-16,18.49
2025-04-17,18.31
2025-04-18,18.32
2025-04-21,18.21
2025-04-22,17.98
2025-04-23,18.37
2025-04-24,18.24
2025-04-25,18.58
2025-04-28,18.67
2025-04-29,18.76
2025-04-30,18.78
2025-05-02,18.99
2025-05-05,18.86
2025-05-06,18.9
2025-05-07,18.91
2025-05-08,18.98
2025-05-09,19.11
2025-05-12,19.3
2025-05-13,19.43
2025-05-14,19.66
2025-05-15,19.63
2025-05-16,19.66
2025-05-19,19.49
2025-05-20,19.46
2025-05-21,19.66
2025-05-22,19.56
2025-05-23,19.48
2025-05-26,19.43
2025-05-27,19.31
2025-05-28,19.32
2025-05-29,19.32
2025-06-02,18.96
2025-06-03,19.14
2025-06-04,19.38
2025-06-05,19.32
2025-06-06,19.37
2025-06-09,19.41
2025-06-10,19.58
2025-06-11,19.68
2025-06-12,19.71
2025-06-13,19.71
2025-06-16,19.73
2025-06-17,19.74
2025-06-18,19.78
2025-06-19,19.68
2025-06-20,19.58
2025-06-23,19.47
2025-06-24,19.75
2025-06-25,19.82
2025-06-26,19.78
2025-06-27,19.81
2025-06-30,19.76
2025-07-01,19.82
2025-07-02,19.9
2025-07-03,19.98
2025-07-04,19.86
2025-07-07,19.83
2025-07-08,19.74
2025-07-09,19.8
2025-07-10,19.87
2025-07-11,19.94
2025-07-14,19.89
2025-07-15,19.99
2025-07-16,20.05
2025-07-17,20.07
2025-07-18,20.09
2025-07-21,20.07
2025-07-22,19.89
2025-07-23,20.04
2025-07-24,20.08
2025-07-25,20.06
2025-07-28,20.1
2025-07-29,19.95
2025-07-30,19.96
2025-07-31,19.91
2025-08-01,19.91
2025-08-04,19.93
2025-08-05,20.1
2025-08-06,20.09
2025-08-07,20.1
2025-08-08,20.1
2025-08-11,20.09
2025-08-12,20.09
2025-08-13,20.05
2025-08-14,20.06
2025-08-15,20.01
2025-08-18,19.97
2025-08-19,19.93
2025-08-20,19.71
2025-08-21,19.73
2025-08-22,19.64
2025-08-25,19.78
2025-08-26,19.71
2025-08-27,19.72
2025-08-28,19.68
2025-08-29,19.62
2025-09-01,19.45
2025-09-02,19.54
2025-09-03,19.54
2025-09-04,19.66
2025-09-05,19.76
